time,valve_position,cement_weight,sand_available,water_level,sand_moisture
7.05,0,372,False,199.82,3.01
7.1,0,372,False,199.82,3.01
7.15,0,372,False,199.82,3.01
7.2,0,372,False,199.82,3.01
7.25,0,372,False,199.82,3.01
7.3,0,372,False,199.82,3.01
7.35,0,372,False,199.82,3.01
7.4,0,372,False,199.81,3.01
7.45,0,372,False,199.81,3.01
7.5,0,372,False,199.81,3.01
7.55,0,372,False,199.81,3.01
7.6,0,372,False,199.81,3.01
7.65,0,372,False,199.81,3.01
7.7,0,372,False,199.81,3.01
7.75,0,372,False,199.81,3.01
7.8,0,372,False,199.81,3.01
7.85,0,372,False,199.8,3.01
7.9,0,372,False,199.8,3.01
7.95,0,372,False,199.8,3.01
8.0,0.0,372,True,199.8,3.01
8.05,1.25,372,True,199.8,3.01
8.1,2.5,372,True,199.8,3.01
8.15,3.75,372,True,199.8,3.01
8.2,5.0,372,True,199.79,3.01
8.25,6.25,372,True,199.79,3.01
8.3,7.5,372,True,199.79,3.01
8.35,8.75,372,True,199.79,3.01
8.4,10.0,372,True,199.79,3.01
8.45,11.25,372,True,199.79,3.01
8.5,12.5,372,True,199.79,3.01
8.55,13.75,372,True,199.79,3.01
8.6,15.0,372,True,199.78,3.01
8.65,16.25,372,True,199.78,3.01
8.7,17.5,372,True,199.78,3.01
8.75,18.75,372,True,199.78,3.01
8.8,20.0,372,True,199.78,3.01
8.85,21.25,372,True,199.78,3.01
8.9,22.5,372,True,199.78,3.01
8.95,23.75,372,True,199.78,3.01
9.0,25.0,372,True,199.78,3.01
9.05,26.25,372,True,199.77,3.01
9.1,27.5,372,True,199.77,3.01
9.15,28.75,372,True,199.77,3.01
9.2,30.0,372,True,199.77,3.01
9.25,31.25,372,True,199.77,3.01
9.3,32.5,372,True,199.77,3.01
9.35,33.75,372,True,199.77,3.01
9.4,35.0,372,True,199.76,3.01
9.45,36.25,372,True,199.76,3.01
9.5,37.5,372,True,199.76,3.01
9.55,38.75,372,True,199.76,3.01
9.6,40.0,372,True,199.76,3.01
9.65,41.25,372,True,199.76,3.01
9.7,42.5,372,True,199.76,3.01
9.75,43.75,372,True,199.76,3.01
9.8,45.0,372,True,199.75,3.01
9.85,46.25,372,True,199.75,3.01
9.9,47.5,372,True,199.75,3.01
9.95,48.75,372,True,199.75,3.01
10.0,50.0,372,True,199.75,3.01
10.05,51.25,372,True,199.75,3.01
10.1,52.5,372,True,199.75,3.01
10.15,53.75,372,True,199.75,3.01
10.2,55.0,372,True,199.75,3.01
10.25,56.25,372,True,199.74,3.01
10.3,57.5,372,True,199.74,3.01
10.35,58.75,372,True,199.74,3.01
10.4,60.0,372,True,199.74,3.01
10.45,61.25,372,True,199.74,3.01
10.5,62.5,372,True,199.74,3.01
10.55,63.75,372,True,199.74,3.01
10.6,65.0,372,True,199.74,3.01
10.65,66.25,372,True,199.73,3.01
10.7,67.5,372,True,199.73,3.01
10.75,68.75,372,True,199.73,3.01
10.8,70.0,372,True,199.73,3.01
10.85,71.25,372,True,199.73,3.01
10.9,72.5,372,True,199.73,3.01
10.95,73.75,372,True,199.73,3.01
11.0,75.0,372,True,199.72,3.01
11.05,76.25,372,True,199.72,3.01
11.1,77.5,372,True,199.72,3.01
11.15,78.75,372,True,199.72,3.01
11.2,80.0,372,True,199.72,3.01
11.25,81.25,372,True,199.72,3.01
11.3,82.5,372,True,199.72,3.01
11.35,83.75,372,True,199.72,3.01
11.4,85.0,372,True,199.72,3.01
11.45,86.25,372,True,199.71,3.01
11.5,87.5,372,True,199.71,3.01
11.55,88.75,372,True,199.71,3.01
11.6,90.0,372,True,199.71,3.01
11.65,91.25,372,True,199.71,3.01
11.7,92.5,372,True,199.71,3.01
11.75,93.75,372,True,199.71,3.01
11.8,95.0,372,True,199.71,3.01
11.85,96.25,372,True,199.7,3.01
11.9,97.5,372,True,199.7,3.01
11.95,98.75,372,True,199.7,3.01
12.0,0,383,False,199.7,3.01
12.05,0,383,False,199.7,3.01
12.1,0,383,False,199.7,3.01
12.15,0,383,False,199.7,3.01
12.2,0,383,False,199.69,3.01
12.25,0,383,False,199.69,3.01
12.3,0,383,False,199.69,3.01
12.35,0,383,False,199.69,3.01
12.4,0,383,False,199.69,3.01
12.45,0,383,False,199.69,3.01
12.5,0,383,False,199.69,3.01
12.55,0,383,False,199.69,3.01
12.6,0,383,False,199.69,3.01
12.65,0,383,False,199.68,3.01
12.7,0,383,False,199.68,3.01
12.75,0,383,False,199.68,3.01
12.8,0,383,False,199.68,3.01
12.85,0,383,False,199.68,3.01
12.9,0,383,False,199.68,3.02
12.95,0,383,False,199.68,3.02
13.0,0,383,False,199.68,3.02
13.05,0,383,False,199.67,3.02
13.1,0,383,False,199.67,3.02
13.15,0,383,False,199.67,3.02
13.2,0,383,False,199.67,3.02
13.25,0,383,False,199.67,3.02
13.3,0,383,False,199.67,3.02
13.35,0,383,False,199.67,3.02
13.4,0,383,False,199.66,3.02
13.45,0,383,False,199.66,3.02
13.5,0,383,False,199.66,3.02
13.55,0,383,False,199.66,3.02
13.6,0,383,False,199.66,3.02
13.65,0,383,False,199.66,3.02
13.7,0,383,False,199.66,3.02
13.75,0,383,False,199.66,3.02
13.8,0,383,False,199.66,3.02
13.85,0,383,False,199.65,3.02
13.9,0,383,False,199.65,3.02
13.95,0,383,False,199.65,3.02
14.0,0.0,383,True,199.65,3.02
14.05,1.25,383,True,199.65,3.02
14.1,2.5,383,True,199.65,3.02
14.15,3.75,383,True,199.65,3.02
14.2,5.0,383,True,199.65,3.02
14.25,6.25,383,True,199.64,3.02
14.3,7.5,383,True,199.64,3.02
14.35,8.75,383,True,199.64,3.02
14.4,10.0,383,True,199.64,3.02
14.45,11.25,383,True,199.64,3.02
14.5,12.5,383,True,199.64,3.02
14.55,13.75,383,True,199.64,3.02
14.6,15.0,383,True,199.63,3.02
14.65,16.25,383,True,199.63,3.02
14.7,17.5,383,True,199.63,3.02
14.75,18.75,383,True,199.63,3.02
14.8,20.0,383,True,199.63,3.02
14.85,21.25,383,True,199.63,3.02
14.9,22.5,383,True,199.63,3.02
14.95,23.75,383,True,199.63,3.02
15.0,25.0,383,True,199.62,3.02
15.05,26.25,383,True,199.62,3.02
15.1,27.5,383,True,199.62,3.02
15.15,28.75,383,True,199.62,3.02
15.2,30.0,383,True,199.62,3.02
15.25,31.25,383,True,199.62,3.02
15.3,32.5,383,True,199.62,3.02
15.35,33.75,383,True,199.62,3.02
15.4,35.0,383,True,199.62,3.02
15.45,36.25,383,True,199.61,3.02
15.5,37.5,383,True,199.61,3.02
15.55,38.75,383,True,199.61,3.02
15.6,40.0,383,True,199.61,3.02
15.65,41.25,383,True,199.61,3.02
15.7,42.5,383,True,199.61,3.02
15.75,43.75,383,True,199.61,3.02
15.8,45.0,383,True,199.6,3.02
15.85,46.25,383,True,199.6,3.02
15.9,47.5,383,True,199.6,3.02
15.95,48.75,383,True,199.6,3.02
16.0,50.0,383,True,199.6,3.02
16.05,51.25,383,True,199.6,3.02
16.1,52.5,383,True,199.6,3.02
16.15,53.75,383,True,199.6,3.02
16.2,55.0,383,True,199.59,3.02
16.25,56.25,383,True,199.59,3.02
16.3,57.5,383,True,199.59,3.02
16.35,58.75,383,True,199.59,3.02
16.4,60.0,383,True,199.59,3.02
16.45,61.25,383,True,199.59,3.02
16.5,62.5,383,True,199.59,3.02
16.55,63.75,383,True,199.59,3.02
16.6,65.0,383,True,199.59,3.02
16.65,66.25,383,True,199.58,3.02
16.7,67.5,383,True,199.58,3.02
16.75,68.75,383,True,199.58,3.02
16.8,70.0,383,True,199.58,3.02
16.85,71.25,383,True,199.58,3.02
16.9,72.5,383,True,199.58,3.02
16.95,73.75,383,True,199.58,3.02
17.0,75.0,383,True,199.57,3.02
17.05,76.25,383,True,199.57,3.02
17.1,77.5,383,True,199.57,3.02
17.15,78.75,383,True,199.57,3.02
17.2,80.0,383,True,199.57,3.02
17.25,81.25,383,True,199.57,3.02
17.3,82.5,383,True,199.57,3.02
17.35,83.75,383,True,199.57,3.02
17.4,85.0,383,True,199.56,3.02
17.45,86.25,383,True,199.56,3.02
17.5,87.5,383,True,199.56,3.02
17.55,88.75,383,True,199.56,3.02
17.6,90.0,383,True,199.56,3.02
17.65,91.25,383,True,199.56,3.02
17.7,92.5,383,True,199.56,3.02
17.75,93.75,383,True,199.56,3.02
17.8,95.0,383,True,199.56,3.02
17.85,96.25,383,True,199.55,3.02
17.9,97.5,383,True,199.55,3.02
17.95,98.75,383,True,199.55,3.02
18.0,0,383,False,199.55,3.02
18.05,0,383,False,199.55,3.02
18.1,0,383,False,199.55,3.02
18.15,0,383,False,199.55,3.02
18.2,0,383,False,199.54,3.02
18.25,0,383,False,199.54,3.02
18.3,0,383,False,199.54,3.02
18.35,0,383,False,199.54,3.02
18.4,0,383,False,199.54,3.02
18.45,0,383,False,199.54,3.02
18.5,0,383,False,199.54,3.02
18.55,0,383,False,199.54,3.02
18.6,0,383,False,199.53,3.02
18.65,0,383,False,199.53,3.02
18.7,0,383,False,199.53,3.02
18.75,0,383,False,199.53,3.02
18.8,0,383,False,199.53,3.02
18.85,0,383,False,199.53,3.02
18.9,0,383,False,199.53,3.02
18.95,0,383,False,199.53,3.02
19.0,0,383,False,199.53,3.02
19.05,0,383,False,199.52,3.02
19.1,0,383,False,199.52,3.02
19.15,0,383,False,199.52,3.02
19.2,0,383,False,199.52,3.02
19.25,0,383,False,199.52,3.02
19.3,0,383,False,199.52,3.02
19.35,0,383,False,199.52,3.02
19.4,0,383,False,199.51,3.02
19.45,0,383,False,199.51,3.02
19.5,0,383,False,199.51,3.02
19.55,0,383,False,199.51,3.02
19.6,0,383,False,199.51,3.02
19.65,0,383,False,199.51,3.02
19.7,0,383,False,199.51,3.02
19.75,0,383,False,199.51,3.02
19.8,0,383,False,199.5,3.02
19.85,0,383,False,199.5,3.02
19.9,0,383,False,199.5,3.02
19.95,0,383,False,199.5,3.02
20.0,0.0,383,True,199.5,3.02
20.05,1.25,383,True,199.5,3.02
20.1,2.5,383,True,199.5,3.02
20.15,3.75,383,True,199.5,3.02
20.2,5.0,383,True,199.5,3.02
20.25,6.25,383,True,199.49,3.02
20.3,7.5,383,True,199.49,3.02
20.35,8.75,383,True,199.49,3.02
20.4,10.0,383,True,199.49,3.02
20.45,11.25,383,True,199.49,3.02
20.5,12.5,383,True,199.49,3.02
20.55,13.75,383,True,199.49,3.02
20.6,15.0,383,True,199.49,3.02
20.65,16.25,383,True,199.48,3.02
20.7,17.5,383,True,199.48,3.02
20.75,18.75,383,True,199.48,3.02
20.8,20.0,383,True,199.48,3.02
20.85,21.25,383,True,199.48,3.02
20.9,22.5,383,True,199.48,3.02
20.95,23.75,383,True,199.48,3.02
21.0,25.0,383,True,199.47,3.02
21.05,26.25,383,True,199.47,3.02
21.1,27.5,383,True,199.47,3.02
21.15,28.75,383,True,199.47,3.02
21.2,30.0,383,True,199.47,3.02
21.25,31.25,383,True,199.47,3.02
21.3,32.5,383,True,199.47,3.02
21.35,33.75,383,True,199.47,3.02
21.4,35.0,383,True,199.47,3.02
21.45,36.25,383,True,199.46,3.03
21.5,37.5,383,True,199.46,3.03
21.55,38.75,383,True,199.46,3.03
21.6,40.0,383,True,199.46,3.03
21.65,41.25,383,True,199.46,3.03
21.7,42.5,383,True,199.46,3.03
21.75,43.75,383,True,199.46,3.03
21.8,45.0,383,True,199.46,3.03
21.85,46.25,383,True,199.45,3.03
21.9,47.5,383,True,199.45,3.03
21.95,48.75,383,True,199.45,3.03
22.0,50.0,383,True,199.45,3.03
22.05,51.25,383,True,199.45,3.03
22.1,52.5,383,True,199.45,3.03
22.15,53.75,383,True,199.45,3.03
22.2,55.0,383,True,199.44,3.03
22.25,56.25,383,True,199.44,3.03
22.3,57.5,383,True,199.44,3.03
22.35,58.75,383,True,199.44,3.03
22.4,60.0,383,True,199.44,3.03
22.45,61.25,383,True,199.44,3.03
22.5,62.5,383,True,199.44,3.03
22.55,63.75,383,True,199.44,3.03
22.6,65.0,383,True,199.44,3.03
22.65,66.25,383,True,199.43,3.03
22.7,67.5,383,True,199.43,3.03
22.75,68.75,383,True,199.43,3.03
22.8,70.0,383,True,199.43,3.03
22.85,71.25,383,True,199.43,3.03
22.9,72.5,383,True,199.43,3.03
22.95,73.75,383,True,199.43,3.03
23.0,75.0,383,True,199.43,3.03
23.05,76.25,383,True,199.42,3.03
23.1,77.5,383,True,199.42,3.03
23.15,78.75,383,True,199.42,3.03
23.2,80.0,383,True,199.42,3.03
23.25,81.25,383,True,199.42,3.03
23.3,82.5,383,True,199.42,3.03
23.35,83.75,383,True,199.42,3.03
23.4,85.0,383,True,199.41,3.03
23.45,86.25,383,True,199.41,3.03
23.5,87.5,383,True,199.41,3.03
23.55,88.75,383,True,199.41,3.03
23.6,90.0,383,True,199.41,3.03
23.65,91.25,383,True,199.41,3.03
23.7,92.5,383,True,199.41,3.03
23.75,93.75,383,True,199.41,3.03
23.8,95.0,383,True,199.41,3.03
23.85,96.25,383,True,199.4,3.03
23.9,97.5,383,True,199.4,3.03
23.95,98.75,383,True,199.4,3.03
24.0,0,374,False,199.4,3.03
24.05,0,374,False,199.4,3.03
24.1,0,374,False,199.4,3.03
24.15,0,374,False,199.4,3.03
24.2,0,374,False,199.4,3.03
24.25,0,374,False,199.39,3.03
24.3,0,374,False,199.39,3.03
24.35,0,374,False,199.39,3.03
24.4,0,374,False,199.39,3.03
24.45,0,374,False,199.39,3.03
24.5,0,374,False,199.39,3.03
24.55,0,374,False,199.39,3.03
24.6,0,374,False,199.38,3.03
24.65,0,374,False,199.38,3.03
24.7,0,374,False,199.38,3.03
24.75,0,374,False,199.38,3.03
24.8,0,374,False,199.38,3.03
24.85,0,374,False,199.38,3.03
24.9,0,374,False,199.38,3.03
24.95,0,374,False,199.38,3.03
25.0,0,374,False,199.38,3.03
25.05,0,374,False,199.37,3.03
25.1,0,374,False,199.37,3.03
25.15,0,374,False,199.37,3.03
25.2,0,374,False,199.37,3.03
25.25,0,374,False,199.37,3.03
25.3,0,374,False,199.37,3.03
25.35,0,374,False,199.37,3.03
25.4,0,374,False,199.37,3.03
25.45,0,374,False,199.36,3.03
25.5,0,374,False,199.36,3.03
25.55,0,374,False,199.36,3.03
25.6,0,374,False,199.36,3.03
25.65,0,374,False,199.36,3.03
25.7,0,374,False,199.36,3.03
25.75,0,374,False,199.36,3.03
25.8,0,374,False,199.35,3.03
25.85,0,374,False,199.35,3.03
25.9,0,374,False,199.35,3.03
25.95,0,374,False,199.35,3.03
26.0,0.0,374,True,199.35,3.03
26.05,1.25,374,True,199.35,3.03
26.1,2.5,374,True,199.35,3.03
26.15,3.75,374,True,199.35,3.03
26.2,5.0,374,True,199.34,3.03
26.25,6.25,374,True,199.34,3.03
26.3,7.5,374,True,199.34,3.03
26.35,8.75,374,True,199.34,3.03
26.4,10.0,374,True,199.34,3.03
26.45,11.25,374,True,199.34,3.03
26.5,12.5,374,True,199.34,3.03
26.55,13.75,374,True,199.34,3.03
26.6,15.0,374,True,199.34,3.03
26.65,16.25,374,True,199.33,3.03
26.7,17.5,374,True,199.33,3.03
26.75,18.75,374,True,199.33,3.03
26.8,20.0,374,True,199.33,3.03
26.85,21.25,374,True,199.33,3.03
26.9,22.5,374,True,199.33,3.03
26.95,23.75,374,True,199.33,3.03
27.0,25.0,374,True,199.32,3.03
27.05,26.25,374,True,199.32,3.03
27.1,27.5,374,True,199.32,3.03
27.15,28.75,374,True,199.32,3.03
27.2,30.0,374,True,199.32,3.03
27.25,31.25,374,True,199.32,3.03
27.3,32.5,374,True,199.32,3.03
27.35,33.75,374,True,199.32,3.03
27.4,35.0,374,True,199.31,3.03
27.45,36.25,374,True,199.31,3.03
27.5,37.5,374,True,199.31,3.03
27.55,38.75,374,True,199.31,3.03
27.6,40.0,374,True,199.31,3.03
27.65,41.25,374,True,199.31,3.03
27.7,42.5,374,True,199.31,3.03
27.75,43.75,374,True,199.31,3.03
27.8,45.0,374,True,199.31,3.03
27.85,46.25,374,True,199.3,3.03
27.9,47.5,374,True,199.3,3.03
27.95,48.75,374,True,199.3,3.03
28.0,50.0,374,True,199.3,3.03
28.05,51.25,374,True,199.3,3.03
28.1,52.5,374,True,199.3,3.03
28.15,53.75,374,True,199.3,3.03
28.2,55.0,374,True,199.29,3.03
28.25,56.25,374,True,199.29,3.03
28.3,57.5,374,True,199.29,3.03
28.35,58.75,374,True,199.29,3.03
28.4,60.0,374,True,199.29,3.03
28.45,61.25,374,True,199.29,3.03
28.5,62.5,374,True,199.29,3.03
28.55,63.75,374,True,199.29,3.03
28.6,65.0,374,True,199.28,3.03
28.65,66.25,374,True,199.28,3.03
28.7,67.5,374,True,199.28,3.03
28.75,68.75,374,True,199.28,3.03
28.8,70.0,374,True,199.28,3.03
28.85,71.25,374,True,199.28,3.03
28.9,72.5,374,True,199.28,3.03
28.95,73.75,374,True,199.28,3.03
29.0,75.0,374,True,199.28,3.03
29.05,76.25,374,True,199.27,3.03
29.1,77.5,374,True,199.27,3.03
29.15,78.75,374,True,199.27,3.03
29.2,80.0,374,True,199.27,3.03
29.25,81.25,374,True,199.27,3.03
29.3,82.5,374,True,199.27,3.03
29.35,83.75,374,True,199.27,3.03
29.4,85.0,374,True,199.26,3.03
29.45,86.25,374,True,199.26,3.03
29.5,87.5,374,True,199.26,3.03
29.55,88.75,374,True,199.26,3.03
29.6,90.0,374,True,199.26,3.03
29.65,91.25,374,True,199.26,3.03
29.7,92.5,374,True,199.26,3.03
29.75,93.75,374,True,199.26,3.03
29.8,95.0,374,True,199.25,3.03
29.85,96.25,374,True,199.25,3.03
29.9,97.5,374,True,199.25,3.03
29.95,98.75,374,True,199.25,3.03
30.0,0,383,False,199.25,3.04
30.05,0,383,False,199.25,3.04
30.1,0,383,False,199.25,3.04
30.15,0,383,False,199.25,3.04
30.2,0,383,False,199.25,3.04
30.25,0,383,False,199.24,3.04
30.3,0,383,False,199.24,3.04
30.35,0,383,False,199.24,3.04
30.4,0,383,False,199.24,3.04
30.45,0,383,False,199.24,3.04
30.5,0,383,False,199.24,3.04
30.55,0,383,False,199.24,3.04
30.6,0,383,False,199.24,3.04
30.65,0,383,False,199.23,3.04
30.7,0,383,False,199.23,3.04
30.75,0,383,False,199.23,3.04
30.8,0,383,False,199.23,3.04
30.85,0,383,False,199.23,3.04
30.9,0,383,False,199.23,3.04
30.95,0,383,False,199.23,3.04
31.0,0,383,False,199.22,3.04
31.05,0,383,False,199.22,3.04
31.1,0,383,False,199.22,3.04
31.15,0,383,False,199.22,3.04
31.2,0,383,False,199.22,3.04
31.25,0,383,False,199.22,3.04
31.3,0,383,False,199.22,3.04
31.35,0,383,False,199.22,3.04
31.4,0,383,False,199.22,3.04
31.45,0,383,False,199.21,3.04
31.5,0,383,False,199.21,3.04
31.55,0,383,False,199.21,3.04
31.6,0,383,False,199.21,3.04
31.65,0,383,False,199.21,3.04
31.7,0,383,False,199.21,3.04
31.75,0,383,False,199.21,3.04
31.8,0,383,False,199.21,3.04
31.85,0,383,False,199.2,3.04
31.9,0,383,False,199.2,3.04
31.95,0,383,False,199.2,3.04
32.0,0.0,383,True,199.2,3.04
32.05,1.25,383,True,199.2,3.04
32.1,2.5,383,True,199.2,3.04
32.15,3.75,383,True,199.2,3.04
32.2,5.0,383,True,199.19,3.04
32.25,6.25,383,True,199.19,3.04
32.3,7.5,383,True,199.19,3.04
32.35,8.75,383,True,199.19,3.04
32.4,10.0,383,True,199.19,3.04
32.45,11.25,383,True,199.19,3.04
32.5,12.5,383,True,199.19,3.04
32.55,13.75,383,True,199.19,3.04
32.6,15.0,383,True,199.19,3.04
32.65,16.25,383,True,199.18,3.04
32.7,17.5,383,True,199.18,3.04
32.75,18.75,383,True,199.18,3.04
32.8,20.0,383,True,199.18,3.04
32.85,21.25,383,True,199.18,3.04
32.9,22.5,383,True,199.18,3.04
32.95,23.75,383,True,199.18,3.04
33.0,25.0,383,True,199.18,3.04
33.05,26.25,383,True,199.17,3.04
33.1,27.5,383,True,199.17,3.04
33.15,28.75,383,True,199.17,3.04
33.2,30.0,383,True,199.17,3.04
33.25,31.25,383,True,199.17,3.04
33.3,32.5,383,True,199.17,3.04
33.35,33.75,383,True,199.17,3.04
33.4,35.0,383,True,199.16,3.04
33.45,36.25,383,True,199.16,3.04
33.5,37.5,383,True,199.16,3.04
33.55,38.75,383,True,199.16,3.04
33.6,40.0,383,True,199.16,3.04
33.65,41.25,383,True,199.16,3.04
33.7,42.5,383,True,199.16,3.04
33.75,43.75,383,True,199.16,3.04
33.8,45.0,383,True,199.16,3.04
33.85,46.25,383,True,199.15,3.04
33.9,47.5,383,True,199.15,3.04
33.95,48.75,383,True,199.15,3.04
34.0,50.0,383,True,199.15,3.04
34.05,51.25,383,True,199.15,3.04
34.1,52.5,383,True,199.15,3.04
34.15,53.75,383,True,199.15,3.04
34.2,55.0,383,True,199.15,3.04
34.25,56.25,383,True,199.14,3.04
34.3,57.5,383,True,199.14,3.04
34.35,58.75,383,True,199.14,3.04
34.4,60.0,383,True,199.14,3.04
34.45,61.25,383,True,199.14,3.04
34.5,62.5,383,True,199.14,3.04
34.55,63.75,383,True,199.14,3.04
34.6,65.0,383,True,199.13,3.04
34.65,66.25,383,True,199.13,3.04
34.7,67.5,383,True,199.13,3.04
34.75,68.75,383,True,199.13,3.04
34.8,70.0,383,True,199.13,3.04
34.85,71.25,383,True,199.13,3.04
34.9,72.5,383,True,199.13,3.04
34.95,73.75,383,True,199.13,3.04
35.0,75.0,383,True,199.12,3.04
35.05,76.25,383,True,199.12,3.04
35.1,77.5,383,True,199.12,3.04
35.15,78.75,383,True,199.12,3.04
35.2,80.0,383,True,199.12,3.04
35.25,81.25,383,True,199.12,3.04
35.3,82.5,383,True,199.12,3.04
35.35,83.75,383,True,199.12,3.04
35.4,85.0,383,True,199.12,3.04
35.45,86.25,383,True,199.11,3.04
35.5,87.5,383,True,199.11,3.04
35.55,88.75,383,True,199.11,3.04
35.6,90.0,383,True,199.11,3.04
35.65,91.25,383,True,199.11,3.04
35.7,92.5,383,True,199.11,3.04
35.75,93.75,383,True,199.11,3.04
35.8,95.0,383,True,199.1,3.04
35.85,96.25,383,True,199.1,3.04
35.9,97.5,383,True,199.1,3.04
35.95,98.75,383,True,199.1,3.04
36.0,0,389,False,199.1,3.04
