time,speed,weight,status,him_level,moisture
5.25,585,974,True,10.0,10.06
5.3,594,974,True,10.0,10.06
5.35,603,974,True,10.0,10.06
5.4,612,974,True,10.0,10.06
5.45,621,974,True,10.0,10.06
5.5,630,974,True,10.0,10.06
5.55,639,974,True,10.0,10.06
5.6,648,974,True,10.0,10.07
5.65,657,974,True,10.0,10.07
5.7,666,974,True,10.0,10.07
5.75,675,974,True,10.0,10.07
5.8,684,974,True,10.0,10.07
5.85,693,974,True,10.0,10.07
5.9,702,974,True,10.0,10.07
5.95,711,974,True,10.0,10.07
6.0,0,1021,False,9.99,10.07
6.05,0,1021,False,9.99,10.07
6.1,0,1021,False,9.99,10.07
6.15,0,1021,False,9.99,10.07
6.2,0,1021,False,9.99,10.07
6.25,0,1021,False,9.99,10.07
6.3,0,1021,False,9.99,10.07
6.35,0,1021,False,9.99,10.07
6.4,0,1021,False,9.99,10.07
6.45,0,1021,False,9.99,10.08
6.5,0,1021,False,9.99,10.08
6.55,0,1021,False,9.99,10.08
6.6,0,1021,False,9.99,10.08
6.65,0,1021,False,9.99,10.08
6.7,0,1021,False,9.99,10.08
6.75,0,1021,False,9.99,10.08
6.8,0,1021,False,9.99,10.08
6.85,0,1021,False,9.99,10.08
6.9,0,1021,False,9.99,10.08
6.95,0,1021,False,9.99,10.08
7.0,0,1021,False,9.99,10.08
7.05,0,1021,False,9.99,10.08
7.1,0,1021,False,9.99,10.08
7.15,0,1021,False,9.99,10.08
7.2,0,1021,False,9.99,10.08
7.25,0,1021,False,9.99,10.08
7.3,0,1021,False,9.99,10.09
7.35,0,1021,False,9.99,10.09
7.4,0,1021,False,9.99,10.09
7.45,0,1021,False,9.99,10.09
7.5,0,1021,False,9.99,10.09
7.55,0,1021,False,9.99,10.09
7.6,0,1021,False,9.99,10.09
7.65,0,1021,False,9.99,10.09
7.7,0,1021,False,9.99,10.09
7.75,0,1021,False,9.99,10.09
7.8,0,1021,False,9.99,10.09
7.85,0,1021,False,9.99,10.09
7.9,0,1021,False,9.99,10.09
7.95,0,1021,False,9.99,10.09
8.0,0,1021,True,9.99,10.09
8.05,9,1021,True,9.99,10.09
8.1,18,1021,True,9.99,10.09
8.15,27,1021,True,9.99,10.1
8.2,36,1021,True,9.99,10.1
8.25,45,1021,True,9.99,10.1
8.3,54,1021,True,9.99,10.1
8.35,63,1021,True,9.99,10.1
8.4,72,1021,True,9.99,10.1
8.45,81,1021,True,9.99,10.1
8.5,90,1021,True,9.99,10.1
8.55,99,1021,True,9.99,10.1
8.6,108,1021,True,9.99,10.1
8.65,117,1021,True,9.99,10.1
8.7,126,1021,True,9.99,10.1
8.75,135,1021,True,9.99,10.1
8.8,144,1021,True,9.99,10.1
8.85,153,1021,True,9.99,10.1
8.9,162,1021,True,9.99,10.1
8.95,171,1021,True,9.99,10.1
9.0,180,1021,True,9.99,10.11
9.05,189,1021,True,9.99,10.11
9.1,198,1021,True,9.99,10.11
9.15,207,1021,True,9.99,10.11
9.2,216,1021,True,9.99,10.11
9.25,225,1021,True,9.99,10.11
9.3,234,1021,True,9.99,10.11
9.35,243,1021,True,9.99,10.11
9.4,252,1021,True,9.99,10.11
9.45,261,1021,True,9.99,10.11
9.5,270,1021,True,9.99,10.11
9.55,279,1021,True,9.99,10.11
9.6,288,1021,True,9.99,10.11
9.65,297,1021,True,9.99,10.11
9.7,306,1021,True,9.99,10.11
9.75,315,1021,True,9.99,10.11
9.8,324,1021,True,9.99,10.11
9.85,333,1021,True,9.99,10.11
9.9,342,1021,True,9.99,10.12
9.95,351,1021,True,9.99,10.12
10.0,360,1021,True,9.99,10.12
10.05,369,1021,True,9.99,10.12
10.1,378,1021,True,9.99,10.12
10.15,387,1021,True,9.99,10.12
10.2,396,1021,True,9.99,10.12
10.25,405,1021,True,9.99,10.12
10.3,414,1021,True,9.99,10.12
10.35,423,1021,True,9.99,10.12
10.4,432,1021,True,9.99,10.12
10.45,441,1021,True,9.99,10.12
10.5,450,1021,True,9.99,10.12
10.55,459,1021,True,9.99,10.12
10.6,468,1021,True,9.99,10.12
10.65,477,1021,True,9.99,10.12
10.7,486,1021,True,9.99,10.12
10.75,495,1021,True,9.99,10.13
10.8,504,1021,True,9.99,10.13
10.85,513,1021,True,9.99,10.13
10.9,522,1021,True,9.99,10.13
10.95,531,1021,True,9.99,10.13
11.0,540,1021,True,9.99,10.13
11.05,549,1021,True,9.99,10.13
11.1,558,1021,True,9.99,10.13
11.15,567,1021,True,9.99,10.13
11.2,576,1021,True,9.99,10.13
11.25,585,1021,True,9.99,10.13
11.3,594,1021,True,9.99,10.13
11.35,603,1021,True,9.99,10.13
11.4,612,1021,True,9.99,10.13
11.45,621,1021,True,9.99,10.13
11.5,630,1021,True,9.99,10.13
11.55,639,1021,True,9.99,10.13
11.6,648,1021,True,9.99,10.14
11.65,657,1021,True,9.99,10.14
11.7,666,1021,True,9.99,10.14
11.75,675,1021,True,9.99,10.14
11.8,684,1021,True,9.99,10.14
11.85,693,1021,True,9.99,10.14
11.9,702,1021,True,9.99,10.14
11.95,711,1021,True,9.99,10.14
12.0,0,998,False,9.99,10.14
12.05,0,998,False,9.99,10.14
12.1,0,998,False,9.99,10.14
12.15,0,998,False,9.99,10.14
12.2,0,998,False,9.99,10.14
12.25,0,998,False,9.99,10.14
12.3,0,998,False,9.99,10.14
12.35,0,998,False,9.99,10.14
12.4,0,998,False,9.99,10.14
12.45,0,998,False,9.99,10.15
12.5,0,998,False,9.99,10.15
12.55,0,998,False,9.99,10.15
12.6,0,998,False,9.99,10.15
12.65,0,998,False,9.99,10.15
12.7,0,998,False,9.99,10.15
12.75,0,998,False,9.99,10.15
12.8,0,998,False,9.99,10.15
12.85,0,998,False,9.99,10.15
12.9,0,998,False,9.99,10.15
12.95,0,998,False,9.99,10.15
13.0,0,998,False,9.99,10.15
13.05,0,998,False,9.99,10.15
13.1,0,998,False,9.99,10.15
13.15,0,998,False,9.99,10.15
13.2,0,998,False,9.99,10.15
13.25,0,998,False,9.99,10.15
13.3,0,998,False,9.99,10.16
13.35,0,998,False,9.99,10.16
13.4,0,998,False,9.99,10.16
13.45,0,998,False,9.99,10.16
13.5,0,998,False,9.99,10.16
13.55,0,998,False,9.99,10.16
13.6,0,998,False,9.99,10.16
13.65,0,998,False,9.99,10.16
13.7,0,998,False,9.99,10.16
13.75,0,998,False,9.99,10.16
13.8,0,998,False,9.99,10.16
13.85,0,998,False,9.99,10.16
13.9,0,998,False,9.99,10.16
13.95,0,998,False,9.99,10.16
14.0,0,998,True,9.99,10.16
14.05,9,998,True,9.99,10.16
14.1,18,998,True,9.99,10.16
14.15,27,998,True,9.99,10.17
14.2,36,998,True,9.99,10.17
14.25,45,998,True,9.99,10.17
14.3,54,998,True,9.99,10.17
14.35,63,998,True,9.99,10.17
14.4,72,998,True,9.99,10.17
14.45,81,998,True,9.99,10.17
14.5,90,998,True,9.99,10.17
14.55,99,998,True,9.99,10.17
14.6,108,998,True,9.99,10.17
14.65,117,998,True,9.99,10.17
14.7,126,998,True,9.99,10.17
14.75,135,998,True,9.99,10.17
14.8,144,998,True,9.99,10.17
14.85,153,998,True,9.99,10.17
14.9,162,998,True,9.99,10.17
14.95,171,998,True,9.99,10.17
15.0,180,998,True,9.99,10.18
15.05,189,998,True,9.99,10.18
15.1,198,998,True,9.99,10.18
15.15,207,998,True,9.99,10.18
15.2,216,998,True,9.99,10.18
15.25,225,998,True,9.99,10.18
15.3,234,998,True,9.99,10.18
15.35,243,998,True,9.99,10.18
15.4,252,998,True,9.99,10.18
15.45,261,998,True,9.99,10.18
15.5,270,998,True,9.99,10.18
15.55,279,998,True,9.99,10.18
15.6,288,998,True,9.99,10.18
15.65,297,998,True,9.99,10.18
15.7,306,998,True,9.99,10.18
15.75,315,998,True,9.99,10.18
15.8,324,998,True,9.99,10.18
15.85,333,998,True,9.99,10.18
15.9,342,998,True,9.99,10.19
15.95,351,998,True,9.99,10.19
16.0,360,998,True,9.99,10.19
16.05,369,998,True,9.99,10.19
16.1,378,998,True,9.99,10.19
16.15,387,998,True,9.99,10.19
16.2,396,998,True,9.99,10.19
16.25,405,998,True,9.99,10.19
16.3,414,998,True,9.99,10.19
16.35,423,998,True,9.99,10.19
16.4,432,998,True,9.99,10.19
16.45,441,998,True,9.99,10.19
16.5,450,998,True,9.99,10.19
16.55,459,998,True,9.99,10.19
16.6,468,998,True,9.99,10.19
16.65,477,998,True,9.99,10.19
16.7,486,998,True,9.99,10.19
16.75,495,998,True,9.99,10.2
16.8,504,998,True,9.99,10.2
16.85,513,998,True,9.99,10.2
16.9,522,998,True,9.99,10.2
16.95,531,998,True,9.99,10.2
17.0,540,998,True,9.99,10.2
17.05,549,998,True,9.99,10.2
17.1,558,998,True,9.99,10.2
17.15,567,998,True,9.99,10.2
17.2,576,998,True,9.99,10.2
17.25,585,998,True,9.99,10.2
17.3,594,998,True,9.99,10.2
17.35,603,998,True,9.99,10.2
17.4,612,998,True,9.99,10.2
17.45,621,998,True,9.99,10.2
17.5,630,998,True,9.99,10.2
17.55,639,998,True,9.99,10.2
17.6,648,998,True,9.99,10.21
17.65,657,998,True,9.99,10.21
17.7,666,998,True,9.99,10.21
17.75,675,998,True,9.99,10.21
17.8,684,998,True,9.99,10.21
17.85,693,998,True,9.99,10.21
17.9,702,998,True,9.99,10.21
17.95,711,998,True,9.99,10.21
18.0,0,973,False,9.98,10.21
18.05,0,973,False,9.98,10.21
18.1,0,973,False,9.98,10.21
18.15,0,973,False,9.98,10.21
18.2,0,973,False,9.98,10.21
18.25,0,973,False,9.98,10.21
18.3,0,973,False,9.98,10.21
18.35,0,973,False,9.98,10.21
18.4,0,973,False,9.98,10.21
18.45,0,973,False,9.98,10.22
18.5,0,973,False,9.98,10.22
18.55,0,973,False,9.98,10.22
18.6,0,973,False,9.98,10.22
18.65,0,973,False,9.98,10.22
18.7,0,973,False,9.98,10.22
18.75,0,973,False,9.98,10.22
18.8,0,973,False,9.98,10.22
18.85,0,973,False,9.98,10.22
18.9,0,973,False,9.98,10.22
18.95,0,973,False,9.98,10.22
19.0,0,973,False,9.98,10.22
19.05,0,973,False,9.98,10.22
19.1,0,973,False,9.98,10.22
19.15,0,973,False,9.98,10.22
19.2,0,973,False,9.98,10.22
19.25,0,973,False,9.98,10.22
19.3,0,973,False,9.98,10.23
19.35,0,973,False,9.98,10.23
19.4,0,973,False,9.98,10.23
19.45,0,973,False,9.98,10.23
19.5,0,973,False,9.98,10.23
19.55,0,973,False,9.98,10.23
19.6,0,973,False,9.98,10.23
19.65,0,973,False,9.98,10.23
19.7,0,973,False,9.98,10.23
19.75,0,973,False,9.98,10.23
19.8,0,973,False,9.98,10.23
19.85,0,973,False,9.98,10.23
19.9,0,973,False,9.98,10.23
19.95,0,973,False,9.98,10.23
20.0,0,973,True,9.98,10.23
20.05,9,973,True,9.98,10.23
20.1,18,973,True,9.98,10.23
20.15,27,973,True,9.98,10.24
20.2,36,973,True,9.98,10.24
20.25,45,973,True,9.98,10.24
20.3,54,973,True,9.98,10.24
20.35,63,973,True,9.98,10.24
20.4,72,973,True,9.98,10.24
20.45,81,973,True,9.98,10.24
20.5,90,973,True,9.98,10.24
20.55,99,973,True,9.98,10.24
20.6,108,973,True,9.98,10.24
20.65,117,973,True,9.98,10.24
20.7,126,973,True,9.98,10.24
20.75,135,973,True,9.98,10.24
20.8,144,973,True,9.98,10.24
20.85,153,973,True,9.98,10.24
20.9,162,973,True,9.98,10.24
20.95,171,973,True,9.98,10.24
21.0,180,973,True,9.98,10.24
21.05,189,973,True,9.98,10.25
21.1,198,973,True,9.98,10.25
21.15,207,973,True,9.98,10.25
21.2,216,973,True,9.98,10.25
21.25,225,973,True,9.98,10.25
21.3,234,973,True,9.98,10.25
21.35,243,973,True,9.98,10.25
21.4,252,973,True,9.98,10.25
21.45,261,973,True,9.98,10.25
21.5,270,973,True,9.98,10.25
21.55,279,973,True,9.98,10.25
21.6,288,973,True,9.98,10.25
21.65,297,973,True,9.98,10.25
21.7,306,973,True,9.98,10.25
21.75,315,973,True,9.98,10.25
21.8,324,973,True,9.98,10.25
21.85,333,973,True,9.98,10.25
21.9,342,973,True,9.98,10.26
21.95,351,973,True,9.98,10.26
22.0,360,973,True,9.98,10.26
22.05,369,973,True,9.98,10.26
22.1,378,973,True,9.98,10.26
22.15,387,973,True,9.98,10.26
22.2,396,973,True,9.98,10.26
22.25,405,973,True,9.98,10.26
22.3,414,973,True,9.98,10.26
22.35,423,973,True,9.98,10.26
22.4,432,973,True,9.98,10.26
22.45,441,973,True,9.98,10.26
22.5,450,973,True,9.98,10.26
22.55,459,973,True,9.98,10.26
22.6,468,973,True,9.98,10.26
22.65,477,973,True,9.98,10.26
22.7,486,973,True,9.98,10.26
22.75,495,973,True,9.98,10.27
22.8,504,973,True,9.98,10.27
22.85,513,973,True,9.98,10.27
22.9,522,973,True,9.98,10.27
22.95,531,973,True,9.98,10.27
23.0,540,973,True,9.98,10.27
23.05,549,973,True,9.98,10.27
23.1,558,973,True,9.98,10.27
23.15,567,973,True,9.98,10.27
23.2,576,973,True,9.98,10.27
23.25,585,973,True,9.98,10.27
23.3,594,973,True,9.98,10.27
23.35,603,973,True,9.98,10.27
23.4,612,973,True,9.98,10.27
23.45,621,973,True,9.98,10.27
23.5,630,973,True,9.98,10.27
23.55,639,973,True,9.98,10.27
23.6,648,973,True,9.98,10.28
23.65,657,973,True,9.98,10.28
23.7,666,973,True,9.98,10.28
23.75,675,973,True,9.98,10.28
23.8,684,973,True,9.98,10.28
23.85,693,973,True,9.98,10.28
23.9,702,973,True,9.98,10.28
23.95,711,973,True,9.98,10.28
24.0,0,1006,False,9.98,10.28
24.05,0,1006,False,9.98,10.28
24.1,0,1006,False,9.98,10.28
24.15,0,1006,False,9.98,10.28
24.2,0,1006,False,9.98,10.28
24.25,0,1006,False,9.98,10.28
24.3,0,1006,False,9.98,10.28
24.35,0,1006,False,9.98,10.28
24.4,0,1006,False,9.98,10.28
24.45,0,1006,False,9.98,10.29
24.5,0,1006,False,9.98,10.29
24.55,0,1006,False,9.98,10.29
24.6,0,1006,False,9.98,10.29
24.65,0,1006,False,9.98,10.29
24.7,0,1006,False,9.98,10.29
24.75,0,1006,False,9.98,10.29
24.8,0,1006,False,9.98,10.29
24.85,0,1006,False,9.98,10.29
24.9,0,1006,False,9.98,10.29
24.95,0,1006,False,9.98,10.29
25.0,0,1006,False,9.98,10.29
25.05,0,1006,False,9.98,10.29
25.1,0,1006,False,9.98,10.29
25.15,0,1006,False,9.98,10.29
25.2,0,1006,False,9.98,10.29
25.25,0,1006,False,9.98,10.29
25.3,0,1006,False,9.98,10.3
25.35,0,1006,False,9.98,10.3
25.4,0,1006,False,9.98,10.3
25.45,0,1006,False,9.98,10.3
25.5,0,1006,False,9.98,10.3
25.55,0,1006,False,9.98,10.3
25.6,0,1006,False,9.98,10.3
25.65,0,1006,False,9.98,10.3
25.7,0,1006,False,9.98,10.3
25.75,0,1006,False,9.98,10.3
25.8,0,1006,False,9.98,10.3
25.85,0,1006,False,9.98,10.3
25.9,0,1006,False,9.98,10.3
25.95,0,1006,False,9.98,10.3
26.0,0,1006,True,9.98,10.3
26.05,9,1006,True,9.98,10.3
26.1,18,1006,True,9.98,10.3
26.15,27,1006,True,9.98,10.31
26.2,36,1006,True,9.98,10.31
26.25,45,1006,True,9.98,10.31
26.3,54,1006,True,9.98,10.31
26.35,63,1006,True,9.98,10.31
26.4,72,1006,True,9.98,10.31
26.45,81,1006,True,9.98,10.31
26.5,90,1006,True,9.98,10.31
26.55,99,1006,True,9.98,10.31
26.6,108,1006,True,9.98,10.31
26.65,117,1006,True,9.98,10.31
26.7,126,1006,True,9.98,10.31
26.75,135,1006,True,9.98,10.31
26.8,144,1006,True,9.98,10.31
26.85,153,1006,True,9.98,10.31
26.9,162,1006,True,9.98,10.31
26.95,171,1006,True,9.98,10.31
27.0,180,1006,True,9.98,10.31
27.05,189,1006,True,9.98,10.32
27.1,198,1006,True,9.98,10.32
27.15,207,1006,True,9.98,10.32
27.2,216,1006,True,9.98,10.32
27.25,225,1006,True,9.98,10.32
27.3,234,1006,True,9.98,10.32
27.35,243,1006,True,9.98,10.32
27.4,252,1006,True,9.98,10.32
27.45,261,1006,True,9.98,10.32
27.5,270,1006,True,9.98,10.32
27.55,279,1006,True,9.98,10.32
27.6,288,1006,True,9.98,10.32
27.65,297,1006,True,9.98,10.32
27.7,306,1006,True,9.98,10.32
27.75,315,1006,True,9.98,10.32
27.8,324,1006,True,9.98,10.32
27.85,333,1006,True,9.98,10.32
27.9,342,1006,True,9.98,10.33
27.95,351,1006,True,9.98,10.33
28.0,360,1006,True,9.98,10.33
28.05,369,1006,True,9.98,10.33
28.1,378,1006,True,9.98,10.33
28.15,387,1006,True,9.98,10.33
28.2,396,1006,True,9.98,10.33
28.25,405,1006,True,9.98,10.33
28.3,414,1006,True,9.98,10.33
28.35,423,1006,True,9.98,10.33
28.4,432,1006,True,9.98,10.33
28.45,441,1006,True,9.98,10.33
28.5,450,1006,True,9.98,10.33
28.55,459,1006,True,9.98,10.33
28.6,468,1006,True,9.98,10.33
28.65,477,1006,True,9.98,10.33
28.7,486,1006,True,9.98,10.33
28.75,495,1006,True,9.98,10.34
28.8,504,1006,True,9.98,10.34
28.85,513,1006,True,9.98,10.34
28.9,522,1006,True,9.98,10.34
28.95,531,1006,True,9.98,10.34
29.0,540,1006,True,9.98,10.34
29.05,549,1006,True,9.98,10.34
29.1,558,1006,True,9.98,10.34
29.15,567,1006,True,9.98,10.34
29.2,576,1006,True,9.98,10.34
29.25,585,1006,True,9.98,10.34
29.3,594,1006,True,9.98,10.34
29.35,603,1006,True,9.98,10.34
29.4,612,1006,True,9.98,10.34
29.45,621,1006,True,9.98,10.34
29.5,630,1006,True,9.98,10.34
29.55,639,1006,True,9.98,10.34
29.6,648,1006,True,9.98,10.35
29.65,657,1006,True,9.98,10.35
29.7,666,1006,True,9.98,10.35
29.75,675,1006,True,9.98,10.35
29.8,684,1006,True,9.98,10.35
29.85,693,1006,True,9.98,10.35
29.9,702,1006,True,9.98,10.35
29.95,711,1006,True,9.98,10.35
30.0,0,1003,False,9.97,10.35
30.05,0,1003,False,9.97,10.35
30.1,0,1003,False,9.97,10.35
30.15,0,1003,False,9.97,10.35
30.2,0,1003,False,9.97,10.35
30.25,0,1003,False,9.97,10.35
30.3,0,1003,False,9.97,10.35
30.35,0,1003,False,9.97,10.35
30.4,0,1003,False,9.97,10.35
30.45,0,1003,False,9.97,10.36
30.5,0,1003,False,9.97,10.36
30.55,0,1003,False,9.97,10.36
30.6,0,1003,False,9.97,10.36
30.65,0,1003,False,9.97,10.36
30.7,0,1003,False,9.97,10.36
30.75,0,1003,False,9.97,10.36
30.8,0,1003,False,9.97,10.36
30.85,0,1003,False,9.97,10.36
30.9,0,1003,False,9.97,10.36
30.95,0,1003,False,9.97,10.36
31.0,0,1003,False,9.97,10.36
31.05,0,1003,False,9.97,10.36
31.1,0,1003,False,9.97,10.36
31.15,0,1003,False,9.97,10.36
31.2,0,1003,False,9.97,10.36
31.25,0,1003,False,9.97,10.36
31.3,0,1003,False,9.97,10.37
31.35,0,1003,False,9.97,10.37
31.4,0,1003,False,9.97,10.37
31.45,0,1003,False,9.97,10.37
31.5,0,1003,False,9.97,10.37
31.55,0,1003,False,9.97,10.37
31.6,0,1003,False,9.97,10.37
31.65,0,1003,False,9.97,10.37
31.7,0,1003,False,9.97,10.37
31.75,0,1003,False,9.97,10.37
31.8,0,1003,False,9.97,10.37
31.85,0,1003,False,9.97,10.37
31.9,0,1003,False,9.97,10.37
31.95,0,1003,False,9.97,10.37
32.0,0,1003,True,9.97,10.37
32.05,9,1003,True,9.97,10.37
32.1,18,1003,True,9.97,10.37
32.15,27,1003,True,9.97,10.38
32.2,36,1003,True,9.97,10.38
32.25,45,1003,True,9.97,10.38
32.3,54,1003,True,9.97,10.38
32.35,63,1003,True,9.97,10.38
32.4,72,1003,True,9.97,10.38
32.45,81,1003,True,9.97,10.38
32.5,90,1003,True,9.97,10.38
32.55,99,1003,True,9.97,10.38
32.6,108,1003,True,9.97,10.38
32.65,117,1003,True,9.97,10.38
32.7,126,1003,True,9.97,10.38
32.75,135,1003,True,9.97,10.38
32.8,144,1003,True,9.97,10.38
32.85,153,1003,True,9.97,10.38
32.9,162,1003,True,9.97,10.38
32.95,171,1003,True,9.97,10.38
33.0,180,1003,True,9.97,10.38
33.05,189,1003,True,9.97,10.39
33.1,198,1003,True,9.97,10.39
33.15,207,1003,True,9.97,10.39
33.2,216,1003,True,9.97,10.39
33.25,225,1003,True,9.97,10.39
33.3,234,1003,True,9.97,10.39
33.35,243,1003,True,9.97,10.39
33.4,252,1003,True,9.97,10.39
33.45,261,1003,True,9.97,10.39
33.5,270,1003,True,9.97,10.39
33.55,279,1003,True,9.97,10.39
33.6,288,1003,True,9.97,10.39
33.65,297,1003,True,9.97,10.39
33.7,306,1003,True,9.97,10.39
33.75,315,1003,True,9.97,10.39
33.8,324,1003,True,9.97,10.39
33.85,333,1003,True,9.97,10.39
33.9,342,1003,True,9.97,10.4
33.95,351,1003,True,9.97,10.4
34.0,360,1003,True,9.97,10.4
34.05,369,1003,True,9.97,10.4
34.1,378,1003,True,9.97,10.4
34.15,387,1003,True,9.97,10.4
34.2,396,1003,True,9.97,10.4
34.25,405,1003,True,9.97,10.4
34.3,414,1003,True,9.97,10.4
34.35,423,1003,True,9.97,10.4
34.4,432,1003,True,9.97,10.4
34.45,441,1003,True,9.97,10.4
34.5,450,1003,True,9.97,10.4
34.55,459,1003,True,9.97,10.4
34.6,468,1003,True,9.97,10.4
34.65,477,1003,True,9.97,10.4
34.7,486,1003,True,9.97,10.4
34.75,495,1003,True,9.97,10.41
34.8,504,1003,True,9.97,10.41
34.85,513,1003,True,9.97,10.41
34.9,522,1003,True,9.97,10.41
34.95,531,1003,True,9.97,10.41
35.0,540,1003,True,9.97,10.41
35.05,549,1003,True,9.97,10.41
35.1,558,1003,True,9.97,10.41
35.15,567,1003,True,9.97,10.41
35.2,576,1003,True,9.97,10.41
35.25,585,1003,True,9.97,10.41
35.3,594,1003,True,9.97,10.41
35.35,603,1003,True,9.97,10.41
35.4,612,1003,True,9.97,10.41
35.45,621,1003,True,9.97,10.41
35.5,630,1003,True,9.97,10.41
35.55,639,1003,True,9.97,10.41
35.6,648,1003,True,9.97,10.42
35.65,657,1003,True,9.97,10.42
35.7,666,1003,True,9.97,10.42
35.75,675,1003,True,9.97,10.42
35.8,684,1003,True,9.97,10.42
35.85,693,1003,True,9.97,10.42
35.9,702,1003,True,9.97,10.42
35.95,711,1003,True,9.97,10.42
36.0,0,988,False,9.97,10.42
36.05,0,988,False,9.97,10.42
36.1,0,988,False,9.97,10.42
36.15,0,988,False,9.97,10.42
36.2,0,988,False,9.97,10.42
36.25,0,988,False,9.97,10.42
36.3,0,988,False,9.97,10.42
36.35,0,988,False,9.97,10.42
36.4,0,988,False,9.97,10.42
36.45,0,988,False,9.97,10.43
36.5,0,988,False,9.97,10.43
36.55,0,988,False,9.97,10.43
36.6,0,988,False,9.97,10.43
36.65,0,988,False,9.97,10.43
36.7,0,988,False,9.97,10.43
36.75,0,988,False,9.97,10.43
36.8,0,988,False,9.97,10.43
36.85,0,988,False,9.97,10.43
36.9,0,988,False,9.97,10.43
36.95,0,988,False,9.97,10.43
37.0,0,988,False,9.97,10.43
37.05,0,988,False,9.97,10.43
37.1,0,988,False,9.97,10.43
37.15,0,988,False,9.97,10.43
37.2,0,988,False,9.97,10.43
37.25,0,988,False,9.97,10.43
37.3,0,988,False,9.97,10.44
37.35,0,988,False,9.97,10.44
37.4,0,988,False,9.97,10.44
37.45,0,988,False,9.97,10.44
37.5,0,988,False,9.97,10.44
37.55,0,988,False,9.97,10.44
37.6,0,988,False,9.97,10.44
37.65,0,988,False,9.97,10.44
37.7,0,988,False,9.97,10.44
